5.017256	2.420847	57.627119
23.267171	2.427865	44.067797
41.256002	2.428823	66.101695
275.339391	2.427817	48.305085
293.327251	2.428847	46.610169
311.335154	2.428911	47.457627
383.363712	2.428835	36.440678
401.370571	2.428798	45.762712
419.377338	2.428825	44.067797
599.431098	2.428069	55.932203
617.439037	2.428863	55.932203
635.426778	2.428824	54.237288
761.464889	2.428820	56.779661
779.472768	2.428827	62.711864
797.480699	2.428877	52.542373
923.523646	2.428809	55.932203
941.551516	2.428800	56.779661
959.539047	2.429461	56.779661
