59.263970	2.428830	67.796610
77.270717	2.428764	50.000000
95.278620	2.428835	50.000000
221.312908	2.428850	50.000000
239.321649	2.428733	50.000000
257.330680	2.429020	50.000000
437.384356	2.428796	56.779661
455.373219	2.428949	50.000000
473.380023	2.428828	46.610169
491.386938	2.428941	50.000000
509.393709	2.428736	50.000000
527.402572	2.428822	50.000000
707.458327	2.428874	50.000000
725.466219	2.427993	54.237288
743.474952	2.428675	54.237288
869.513161	2.427945	53.389831
887.503716	2.430505	50.000000
905.513812	2.428843	50.000000
